week,date,day,slot,time,pillar,weekly_theme,editorial_angle,format,working_title,hook,outline,cta,source
13,2026-11-21,Saturday,PM,17:00,"Evals, Observability & Governance","Evals, Observability & Governance - Foundations, part 1",Foundations,weekend challenge,Weekend challenge: A/B testing agent changes (foundations),90 focused minutes on A/B testing agent changes this weekend beats another saved-and-forgotten bookmark.,"Define a scoped build/read exercise on A/B testing agent changes, from first principles, with a visible artifact | Point to the exact starting resource: curriculum.md Layer 4 | Ask readers to post their artifact and tag it for review",Follow along - this series runs all week.,curriculum.md Layer 4
14,2026-11-22,Sunday,AM,09:00,"Evals, Observability & Governance","Evals, Observability & Governance - Foundations, part 2",Foundations,theme kickoff,"Week 14 kickoff - Evals, Observability & Governance - Foundations, part 2","This week: evals, observability & governance, from first principles. If the term is familiar but the mechanics are fuzzy, this pass is for you.",Name the week's six topics: tracing agent runs; correlated run and node identifiers; token cost dashboards; prompt drift detection; canary deployments for prompts and models; prompt and model versioning | One sentence on why this pillar matters at this angle right now | State what readers will be able to do by Saturday,Comment your take - I read every reply.,github.com/DenisSergeevitch/agents-best-practices
14,2026-11-22,Sunday,PM,17:00,"Evals, Observability & Governance","Evals, Observability & Governance - Foundations, part 2",Foundations,poll,"Poll (week 14): where are you with evals, observability & governance?",Quick pulse-check before the deep dives start tomorrow.,Option A: learning the vocabulary | Option B: built it once in a side project | Option C: run it in production | Option D: debugged it during an incident,Bookmark this; you will need it at 3am someday.,github.com/DenisSergeevitch/agents-best-practices
14,2026-11-23,Monday,AM,09:00,"Evals, Observability & Governance","Evals, Observability & Governance - Foundations, part 2",Foundations,concept deep-dive,"tracing agent runs, explained from first principles",Most engineers can name tracing agent runs. Far fewer can explain the mechanics. Here is the foundations version.,"Define tracing agent runs in two sentences, no jargon | Walk the core mechanism step by step with one concrete example | State the one misconception that causes the most damage",Tag someone who is debugging this right now.,github.com/ai-boost/awesome-harness-engineering
14,2026-11-23,Monday,PM,17:00,"Evals, Observability & Governance","Evals, Observability & Governance - Foundations, part 2",Foundations,annotated diagram,tracing agent runs in one diagram (foundations),"If you cannot draw tracing agent runs, you do not understand it yet.",Draw the components and the data flow between them | Annotate the step where the interesting work happens | Mark the failure point in red and say why it fails there,Repost this so your team sees it.,github.com/ai-boost/awesome-harness-engineering
14,2026-11-24,Tuesday,AM,09:00,"Evals, Observability & Governance","Evals, Observability & Governance - Foundations, part 2",Foundations,repo walkthrough,Inside curriculum.md Layer 4: correlated run and node identifiers in real code (foundations),Theory posts about correlated run and node identifiers are everywhere. Today: where it actually lives in curriculum.md Layer 4.,"Point to the exact files/sections in curriculum.md Layer 4 that implement or document correlated run and node identifiers | Trace one path through the code or material end to end | Extract the one design decision worth stealing, read from first principles",Save this for your next design review.,curriculum.md Layer 4
14,2026-11-24,Tuesday,PM,17:00,"Evals, Observability & Governance","Evals, Observability & Governance - Foundations, part 2",Foundations,snippet / config tip,A working snippet for correlated run and node identifiers (foundations),One copy-pasteable block that makes correlated run and node identifiers concrete.,"Show a minimal, runnable snippet or config exercising the concept | Annotate the two lines people get wrong | State the expected output so readers can self-verify",Follow along - this series runs all week.,curriculum.md Layer 4
14,2026-11-25,Wednesday,AM,09:00,"Evals, Observability & Governance","Evals, Observability & Governance - Foundations, part 2",Foundations,case study,Case study: token cost dashboards in production (foundations),"A real team, a real system, and token cost dashboards under actual load. What happened next was predictable in hindsight.","Set the scene: company scale, constraint, and why this concept was on the critical path | Walk the decision, the implementation, and the number that moved | Close with the transferable rule about token cost dashboards",Comment your take - I read every reply.,github.com/DenisSergeevitch/agents-best-practices
14,2026-11-25,Wednesday,PM,17:00,"Evals, Observability & Governance","Evals, Observability & Governance - Foundations, part 2",Foundations,lessons listicle,5 lessons about token cost dashboards teams learn too late (foundations),Every one of these token cost dashboards lessons was paid for in an incident review.,"Five one-line lessons framed from first principles, each with the consequence of ignoring it | Order them from cheap-to-fix to career-limiting | End with the earliest warning signal to watch for",Bookmark this; you will need it at 3am someday.,github.com/DenisSergeevitch/agents-best-practices
14,2026-11-26,Thursday,AM,09:00,"Evals, Observability & Governance","Evals, Observability & Governance - Foundations, part 2",Foundations,hands-on tutorial,Hands-on: prompt drift detection in under an hour (foundations),Stop reading about prompt drift detection. Here is the smallest real exercise that teaches it from first principles.,Define the end state: what exists and runs when the hour is up | Give the 4-6 numbered steps with the commands or code per step | Include the verification step that proves it worked,Tag someone who is debugging this right now.,github.com/ai-boost/awesome-harness-engineering
14,2026-11-26,Thursday,PM,17:00,"Evals, Observability & Governance","Evals, Observability & Governance - Foundations, part 2",Foundations,common mistakes checklist,The prompt drift detection mistakes checklist (foundations),Five checks that catch 90% of prompt drift detection mistakes before they ship.,"Five yes/no checks phrased so 'no' means stop and fix, targeting mistakes made from first principles | For each: the symptom you will see in production if skipped | Make it screenshot-able as a single card",Repost this so your team sees it.,github.com/ai-boost/awesome-harness-engineering
14,2026-11-27,Friday,AM,09:00,"Evals, Observability & Governance","Evals, Observability & Governance - Foundations, part 2",Foundations,contrarian take,Hot take: most advice about canary deployments for prompts and models is wrong (foundations),"The standard advice on canary deployments for prompts and models optimizes for the demo, not the system you actually run.",State the conventional wisdom fairly - steelman it in two lines | Show the specific context where it fails and the evidence | Give the replacement heuristic and its own limits,Save this for your next design review.,curriculum.md Layer 4
14,2026-11-27,Friday,PM,17:00,"Evals, Observability & Governance","Evals, Observability & Governance - Foundations, part 2",Foundations,debate prompt,"Debate: is canary deployments for prompts and models necessary, or overengineering? (foundations)","Two senior engineers, opposite positions on canary deployments for prompts and models, both with production scars. Pick a side.","Present position A with its strongest supporting scenario, argued from first principles | Present position B with its strongest supporting scenario | Ask readers to reply with their context - team size, scale, stakes",Follow along - this series runs all week.,curriculum.md Layer 4
